Race,Sex,Age,Ethnicity,Class,B2_Race,B2_Ethnicity,B2_Sex,B2_Age,B2_Class,LoanId,B1_Race,B1_Ethnicity,B1_Sex,B1_Age,B1_Class,AIP,Rate_Spread,APR,APOR,Interest_Rate,ApplicationDate,HmdaActionDate,HmdaActionTaken,FundedDate,Region,branchname,LoanOfficer,State,HmdaCreditScore,DebtRatio,LoanAmount,Purpose,Program,ProgramCategory,Channel,Occupancy,FirstLienFlag,BrokeredFlag,ReverseFlag,PricingExceptionFlag,Pricing_Flag,LoanType,PricingExc1Reason,PricingExc1Notes
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,6139702,", , , , White, ",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,99.875,1.4569999999999999,7.877,6.42,7.625,2023-02-09 00:00:00.000,2023-03-02 00:00:00.000,Loan Originated,2023-03-02 00:00:00.000,Washington,South King County,Brenda Leech,AZ,8888,24.598,185000.00,Purchase,AIG Investment Property Conv Fixed 30 YR,NULL,Banked - Retail,Investment,1,0,0,0,0,Conventional,NULL,NULL
Non-White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,EXCLUDED,", Asian, , , , ",Not Hispanic or Latino,Female,NULL,EXCLUDED,6134915,", , Black or African American, , , ",Not Hispanic or Latino,Male,62 Yrs or Over,EXCLUDED,99.875,1.3330000000000002,7.393,6.06,7.125,2023-02-06 00:00:00.000,2023-03-03 00:00:00.000,Loan Originated,2023-03-03 00:00:00.000,Washington,South King County,Brenda Leech,WA,8888,48.506,351000.00,Purchase,FNMA NonTrdCrdt 30 YR Fixed,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,6135111,", , , , White, ",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,100.100,0.45699999999999985,6.547,6.09,6.375,2023-01-30 00:00:00.000,2023-02-27 00:00:00.000,Loan Originated,2023-02-27 00:00:00.000,Washington,Centralia,Travis Wentworth,WA,8888,24.974,474000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,6138384,", , , , White, ",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,99.300,-0.08399999999999963,6.006,6.09,5.625,2023-01-31 00:00:00.000,2023-02-17 00:00:00.000,Loan Originated,2023-02-17 00:00:00.000,Washington,Centralia,Travis Wentworth,WA,682,37.607,250000.00,Refinance,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,EXCLUDED,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,6131449,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,99.150,0.03900000000000059,6.299,6.26,6.125,2023-01-18 00:00:00.000,2023-03-07 00:00:00.000,Loan Originated,2023-03-07 00:00:00.000,Washington,Centralia,Travis Wentworth,WA,8888,45.821,479500.00,Refinance,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,Female,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6129548,", , , , White, No Co Applicant",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,99.045,0.6429999999999998,6.923,6.28,6.5,2022-12-22 00:00:00.000,2023-03-09 00:00:00.000,Loan Originated,2023-03-09 00:00:00.000,Washington,Centralia,Travis Wentworth,WA,791,25.253,567765.00,Purchase,VA 30 YEAR FIXED,NULL,Banked - Retail,Owner,1,0,0,1,1,VA,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,6130045,", , , , White, ",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,100.250,0.7569999999999997,7.137,6.38,6.5,2022-12-30 00:00:00.000,2023-01-27 00:00:00.000,Loan Originated,2023-01-27 00:00:00.000,Washington,Centralia,Travis Wentworth,WA,671,40.679,250000.00,Purchase,MACU FTHB 7/6 SOFR ARM,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,Male,62 Yrs or Over,Hispanic or Latino,TARGET,NULL,NULL,NULL,NULL,NULL,6130814,", , , , White, No Co Applicant",Hispanic or Latino,Male,62 Yrs or Over,TARGET,100.025,0.3639999999999999,6.854,6.49,6.625,2023-01-05 00:00:00.000,2023-01-31 00:00:00.000,Loan Originated,2023-01-31 00:00:00.000,Washington,Centralia,Travis Wentworth,WA,661,44.386,280000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,6124082,", , , , White, ",Not Hispanic or Latino,Female,NULL,XCOMPARISON,100.250,0.49100000000000055,6.871,6.38,6,2022-12-19 00:00:00.000,2023-01-19 00:00:00.000,Loan Originated,2023-01-19 00:00:00.000,Washington,Centralia,Travis Wentworth,WA,8888,47.822,350000.00,Purchase,MACU FTHB 7/6 SOFR ARM,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,Male,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6126503,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,99.050,0.1589999999999998,6.419,6.26,6.125,2022-12-06 00:00:00.000,2023-02-10 00:00:00.000,Loan Originated,2023-02-10 00:00:00.000,Washington,Centralia,Travis Wentworth,AZ,798,46.091,130000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,6126039,", , , , White, ",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,100.049,0.3229999999999995,6.813,6.49,6.5,2023-01-03 00:00:00.000,2023-02-16 00:00:00.000,Loan Originated,2023-02-16 00:00:00.000,Washington,Centralia,Travis Wentworth,WA,733,46.214,703920.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,Female,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6128674,", , , , White, No Co Applicant",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,99.075,0.16900000000000048,6.429,6.26,6.125,2023-01-12 00:00:00.000,2023-02-13 00:00:00.000,Loan Originated,2023-02-13 00:00:00.000,Washington,Centralia,Travis Wentworth,WA,708,49.853,280000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,Male,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,5931699,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,NULL,XCOMPARISON,99.050,0.02999999999999936,6.520,6.49,6.25,2021-06-11 00:00:00.000,2023-02-10 00:00:00.000,Loan Originated,2023-02-10 00:00:00.000,Washington,Centralia,Travis Wentworth,WA,693,42.416,305000.00,Refinance,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,5999671,", , , , White, ",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,99.875,0.681,7.151,6.47,6.875,2021-09-23 00:00:00.000,2023-02-06 00:00:00.000,Loan Originated,2023-02-06 00:00:00.000,Washington,Centralia,Travis Wentworth,WA,809,43.43,726200.00,Refinance,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,6095113,", , , , White, ",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,100.000,0.875,7.405,6.53,6.375,2022-11-28 00:00:00.000,2023-01-18 00:00:00.000,Loan Originated,2023-01-18 00:00:00.000,Washington,Centralia,Travis Wentworth,WA,8888,55.249,320512.00,Purchase,FHA <640 30 YEAR FIXED,NULL,Banked - Retail,Owner,1,0,0,0,0,FHA,NULL,NULL
White,Male,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6107400,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,100.250,0.4980000000000002,6.908,6.41,6,2022-12-13 00:00:00.000,2023-01-17 00:00:00.000,Loan Originated,2023-01-17 00:00:00.000,Washington,Centralia,Travis Wentworth,WA,717,43.3,282000.00,Purchase,MACU FTHB 7/6 SOFR ARM,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,Male,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,6120032,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,100.045,1.8089999999999993,8.049,6.24,7.25,2022-11-07 00:00:00.000,2023-03-16 00:00:00.000,Loan Originated,2023-03-16 00:00:00.000,Washington,Centralia,Travis Wentworth,WA,8888,30.192,270722.00,Refinance,FHA 30 YEAR FIXED MFH,NULL,Banked - Retail,Owner,1,0,0,0,0,FHA,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,6119656,", , , , White, ",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,100.050,1.279,7.649,6.37,7.125,2022-11-15 00:00:00.000,2023-01-06 00:00:00.000,Loan Originated,2023-01-06 00:00:00.000,Washington,Centralia,Travis Wentworth,WA,686,39.325,427500.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,6117042,", , , , White, ",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,100.050,1.0439999999999996,7.534,6.49,7.25,2023-01-03 00:00:00.000,2023-01-31 00:00:00.000,Loan Originated,2023-01-31 00:00:00.000,Washington,Centralia,Travis Wentworth,WA,690,39.66,455920.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,EXCLUDED,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,6132572,", , , , White, ",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,99.250,-0.1640000000000006,6.366,6.53,6.25,2023-01-09 00:00:00.000,2023-02-10 00:00:00.000,Loan Originated,2023-02-10 00:00:00.000,Northern Utah,South Ogden,Gerald Boyer,UT,8888,35.663,555000.00,Refinance,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,6135546,", , , , White, ",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,100.000,0.6660000000000004,6.756,6.09,5.75,2023-01-30 00:00:00.000,2023-02-28 00:00:00.000,Loan Originated,2023-02-28 00:00:00.000,Washington,Tumwater,James Nesbit,WA,653,53.706,333841.00,Purchase,FHA 30 YEAR FIXED,NULL,Banked - Retail,Owner,1,0,0,0,0,FHA,NULL,NULL
White,EXCLUDED,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,6134364,", , , , White, ",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,100.000,-0.15500000000000025,5.935,6.09,5.5,2023-02-02 00:00:00.000,2023-03-08 00:00:00.000,Loan Originated,2023-03-08 00:00:00.000,Washington,Tumwater,James Nesbit,WA,8888,34.578,570000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,6134498,", , , , White, ",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,100.000,0.9969999999999999,7.087,6.09,6.125,2023-01-30 00:00:00.000,2023-03-01 00:00:00.000,Loan Originated,2023-03-01 00:00:00.000,Washington,Tumwater,James Nesbit,WA,626,49.972,555809.00,Purchase,FHA <640 30 YEAR FIXED,NULL,Banked - Retail,Owner,1,0,0,0,0,FHA,NULL,NULL
White,Male,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6133712,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,100.000,0.6860000000000008,6.746,6.06,6,2023-02-08 00:00:00.000,2023-03-03 00:00:00.000,Loan Originated,2023-03-03 00:00:00.000,Washington,Tumwater,James Nesbit,WA,738,49.438,427500.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,6137474,", , , , White, ",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,100.250,1.085,7.175,6.09,6.875,2023-02-01 00:00:00.000,2023-02-24 00:00:00.000,Loan Originated,2023-02-24 00:00:00.000,Washington,Tumwater,James Nesbit,WA,8888,47.066,379900.00,Purchase,MACU FTHB 30 Year Fixed,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,Male,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6138052,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,100.000,1.181,7.241,6.06,6.875,2023-02-06 00:00:00.000,2023-03-01 00:00:00.000,Loan Originated,2023-03-01 00:00:00.000,Washington,Tumwater,James Nesbit,WA,801,26.394,421950.00,Purchase,MACU FTHB 30 Year Fixed,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,6131891,", , , , White, ",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,100.000,0.1979999999999995,6.728,6.53,6.375,2023-01-12 00:00:00.000,2023-02-01 00:00:00.000,Loan Originated,2023-02-01 00:00:00.000,Washington,Tumwater,James Nesbit,WA,8888,39.598,351200.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,6131429,", , , , White, ",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,99.626,-0.2160000000000002,6.274,6.49,6.25,2023-01-06 00:00:00.000,2023-02-15 00:00:00.000,Loan Originated,2023-02-15 00:00:00.000,Washington,Tumwater,James Nesbit,WA,642,52.683,650000.00,Purchase,VA 30 YEAR FIXED,NULL,Banked - Retail,Owner,1,0,0,1,1,VA,NULL,NULL
White,EXCLUDED,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,6131240,", , , , White, No Co Applicant",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,99.750,0.6979999999999995,7.188,6.49,6.5,2023-01-05 00:00:00.000,2023-02-06 00:00:00.000,Loan Originated,2023-02-06 00:00:00.000,Washington,Tumwater,James Nesbit,WA,724,49.051,565250.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,EXCLUDED,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,6129191,", , , , White, ",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,99.750,0.742,7.232,6.49,5.875,2023-01-05 00:00:00.000,2023-02-03 00:00:00.000,Loan Originated,2023-02-03 00:00:00.000,Washington,Tumwater,James Nesbit,WA,746,56.17,432030.00,Purchase,FHA 30 YEAR FIXED,NULL,Banked - Retail,Owner,1,0,0,0,0,FHA,NULL,NULL
Non-White,Male,62 Yrs or Over,Not Hispanic or Latino,EXCLUDED,NULL,NULL,NULL,NULL,NULL,6128914,"American Alaska, , , , , No Co Applicant",Not Hispanic or Latino,Male,62 Yrs or Over,EXCLUDED,100.000,0.6760000000000002,6.956,6.28,6.375,2022-12-27 00:00:00.000,2023-01-17 00:00:00.000,Loan Originated,2023-01-17 00:00:00.000,Washington,Tumwater,James Nesbit,WA,756,30.33,250000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
Non-White,EXCLUDED,Under 62 Yrs Old,Information not provided,EXCLUDED,", , , , , Not Provided",Information not provided,EXCLUDED,NULL,EXCLUDED,6129944,", , , , , Not Provided",Information not provided,EXCLUDED,Under 62 Yrs Old,EXCLUDED,98.750,1.056,6.676,5.62,6.25,2022-12-30 00:00:00.000,2023-01-26 00:00:00.000,Loan Originated,2023-01-26 00:00:00.000,Washington,Tumwater,James Nesbit,WA,701,29.794,240000.00,Purchase,CONVENTIONAL FIXED 20-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,EXCLUDED,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,6101941,", , , , White, ",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,100.000,0.6589999999999998,7.079,6.42,6.375,2023-02-21 00:00:00.000,2023-03-16 00:00:00.000,Loan Originated,2023-03-16 00:00:00.000,Washington,Tumwater,James Nesbit,WA,8888,45.718,394250.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,Male,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6127104,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,100.000,0.06300000000000061,6.323,6.26,6,2023-01-17 00:00:00.000,2023-02-14 00:00:00.000,Loan Originated,2023-02-14 00:00:00.000,Washington,Tumwater,James Nesbit,WA,776,40.632,247200.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,6128238,", , , , White, ",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,100.000,0.40700000000000003,6.427,6.02,6.125,2023-01-23 00:00:00.000,2023-02-22 00:00:00.000,Loan Originated,2023-02-22 00:00:00.000,Washington,Tumwater,James Nesbit,WA,8888,34.09,350000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,6128392,", , , , White, ",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,100.050,-0.04699999999999971,6.323,6.37,6,2022-12-16 00:00:00.000,2023-01-20 00:00:00.000,Loan Originated,2023-01-20 00:00:00.000,Washington,Tumwater,James Nesbit,WA,790,46.666,200000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,6124963,", , , , White, ",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,99.958,0.29300000000000015,6.353,6.06,6,2023-02-10 00:00:00.000,2023-03-08 00:00:00.000,Loan Originated,2023-03-08 00:00:00.000,Washington,Tumwater,James Nesbit,WA,779,23.921,380000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,Female,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6124979,", , , , White, No Co Applicant",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,99.925,0.07699999999999996,6.447,6.37,6.125,2022-12-14 00:00:00.000,2023-02-06 00:00:00.000,Loan Originated,2023-02-06 00:00:00.000,Washington,Tumwater,James Nesbit,WA,743,39.672,364000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
Non-White,EXCLUDED,Under 62 Yrs Old,Not Hispanic or Latino,EXCLUDED,", , , , White, ",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,6110269,", Asian, Black or African American, , , ",Not Hispanic or Latino,Male,Under 62 Yrs Old,EXCLUDED,100.125,0.1869999999999994,6.677,6.49,6.375,2022-09-16 00:00:00.000,2023-03-13 00:00:00.000,Loan Originated,2023-03-13 00:00:00.000,Washington,Tumwater,James Nesbit,WA,760,40.557,436000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,Female,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6110972,", , , , White, No Co Applicant",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,100.000,0.4540000000000006,6.924,6.47,6.25,2022-12-08 00:00:00.000,2023-01-06 00:00:00.000,Loan Originated,2023-01-06 00:00:00.000,Washington,Tumwater,James Nesbit,WA,749,47.781,403750.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,Female,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6112809,", , , , White, No Co Applicant",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,99.250,0.3600000000000003,6.830,6.47,5.75,2022-12-08 00:00:00.000,2023-01-03 00:00:00.000,Loan Originated,2023-01-03 00:00:00.000,Washington,Tumwater,James Nesbit,WA,626,41.794,357549.00,Refinance,FHA <640 30 YEAR FIXED,NULL,Banked - Retail,Owner,1,0,0,1,1,FHA,NULL,NULL
Non-White,EXCLUDED,Under 62 Yrs Old,Not Hispanic or Latino,EXCLUDED,", , , , White, ",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,6142532,", Asian, , , White, ",Not Hispanic or Latino,Female,Under 62 Yrs Old,EXCLUDED,100.175,0.5010000000000003,6.921,6.42,6.625,2023-02-22 00:00:00.000,2023-03-14 00:00:00.000,Loan Originated,2023-03-14 00:00:00.000,Washington,Tumwater,James Nesbit,WA,NULL,24.916,499960.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,6135932,", , , , White, ",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,100.250,-0.2560000000000002,5.834,6.09,5.625,2023-02-01 00:00:00.000,2023-02-24 00:00:00.000,Loan Originated,2023-02-24 00:00:00.000,Washington,Tumwater,Stephanie Thomasson,WA,8888,60.074,334521.00,Purchase,VA 30 YEAR FIXED,NULL,Banked - Retail,Owner,1,0,0,0,0,VA,NULL,NULL
White,Female,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6116734,", , , , White, No Co Applicant",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,99.550,0.41300000000000026,6.783,6.37,6.125,2022-12-13 00:00:00.000,2023-01-06 00:00:00.000,Loan Originated,2023-01-06 00:00:00.000,Washington,Tumwater,Stephanie Thomasson,WA,694,44.171,248400.00,Purchase,HomeReady 30 Year Fixed,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,Male,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6116726,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,100.000,1.319,7.739,6.42,7.5,2023-02-17 00:00:00.000,2023-03-16 00:00:00.000,Loan Originated,2023-03-16 00:00:00.000,Washington,Tumwater,Stephanie Thomasson,WA,775,31.621,517425.00,Purchase,AIG Investment Property Conv Fixed 30 YR,NULL,Banked - Retail,Investment,1,0,0,0,0,Conventional,NULL,NULL
White,EXCLUDED,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,6102075,", , , , White, ",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,99.400,0.8120000000000003,6.902,6.09,6.625,2023-01-30 00:00:00.000,2023-03-14 00:00:00.000,Loan Originated,2023-03-14 00:00:00.000,Washington,Tumwater,Stephanie Thomasson,WA,8888,37.147,686250.00,Purchase,AIG Investment Property Conv Fixed 30 YR,NULL,Banked - Retail,Investment,1,0,0,1,1,Conventional,NULL,NULL
