Race,Sex,Age,Ethnicity,Class,B2_Race,B2_Ethnicity,B2_Sex,B2_Age,B2_Class,LoanId,B1_Race,B1_Ethnicity,B1_Sex,B1_Age,B1_Class,AIP,Rate_Spread,APR,APOR,Interest_Rate,ApplicationDate,HmdaActionDate,HmdaActionTaken,FundedDate,Region,branchname,LoanOfficer,State,HmdaCreditScore,DebtRatio,LoanAmount,Purpose,Program,ProgramCategory,Channel,Occupancy,FirstLienFlag,BrokeredFlag,ReverseFlag,PricingExceptionFlag,Pricing_Flag,LoanType,PricingExc1Reason,PricingExc1Notes
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,6055205,", , , , White, ",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,97.998,-0.03500000000000014,5.845,5.88,5.5,2022-04-29 00:00:00.000,2023-01-13 00:00:00.000,Loan Originated,2023-01-13 00:00:00.000,Southern Utah,Salt Lake City Center,Wane Workman,UT,775,37.861,471150.00,Refinance,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,5997089,", , , , White, ",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,99.000,-0.19399999999999995,6.836,7.03,6.625,2022-05-02 00:00:00.000,2023-01-17 00:00:00.000,Loan Originated,2023-01-17 00:00:00.000,Southern Utah,Salt Lake City Center,Wane Workman,UT,8888,49.568,600000.00,Refinance,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,Female,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6133197,", , , , White, No Co Applicant",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,99.250,0.2160000000000002,6.746,6.53,6.375,2023-01-12 00:00:00.000,2023-01-31 00:00:00.000,Loan Originated,2023-01-31 00:00:00.000,Southern Utah,Salt Lake City Center,Wane Workman,UT,759,46.747,403750.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,Female,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6126724,", , , , White, No Co Applicant",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,100.000,0.19200000000000017,6.212,6.02,5.875,2023-01-24 00:00:00.000,2023-02-16 00:00:00.000,Loan Originated,2023-02-16 00:00:00.000,Southern Utah,Salt Lake City Center,Wane Workman,UT,778,48.148,210000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,6116923,", , , , White, ",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,99.800,0.8439999999999994,7.124,6.28,6.5,2022-12-27 00:00:00.000,2023-01-25 00:00:00.000,Loan Originated,2023-01-25 00:00:00.000,Northwest,Spokane,Lynn Hergenreder,WA,700,37.459,408405.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,6137342,", , , , White, ",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,100.000,1.2410000000000005,7.331,6.09,6.25,2023-02-03 00:00:00.000,2023-03-02 00:00:00.000,Loan Originated,2023-03-02 00:00:00.000,Northwest,Spokane,Lynn Hergenreder,WA,661,43.163,513000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,EXCLUDED,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,6131288,", , , , White, ",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,98.752,0.37900000000000045,6.469,6.09,6.375,2023-01-29 00:00:00.000,2023-02-22 00:00:00.000,Loan Originated,2023-02-22 00:00:00.000,California,Manteca,Susan Lacondeguy,CA,770,34.143,612500.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
Non-White,Female,Under 62 Yrs Old,Not Hispanic or Latino,EXCLUDED,NULL,NULL,NULL,NULL,NULL,6113634,", Asian, , Hawaiian, , No Co Applicant",Not Hispanic or Latino,Female,Under 62 Yrs Old,EXCLUDED,98.825,0.532,7.702,7.17,7.5,2022-11-18 00:00:00.000,2023-01-06 00:00:00.000,Loan Originated,2023-01-06 00:00:00.000,California,Stockton,Susan Lacondeguy,CA,725,42.781,695000.00,Refinance,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
Non-White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,EXCLUDED,", , Black or African American, , , ",Not Hispanic or Latino,Male,62 Yrs or Over,EXCLUDED,6138472,", , Black or African American, , , ",Not Hispanic or Latino,Female,Under 62 Yrs Old,EXCLUDED,100.052,-0.6550000000000002,5.435,6.09,5.375,2023-02-03 00:00:00.000,2023-02-24 00:00:00.000,Loan Originated,2023-02-24 00:00:00.000,Heartlantic,Raleigh,Amy Johnson,NC,8888,29.644,372300.00,Purchase,VA 30 YEAR FIXED,NULL,Banked - Retail,Owner,1,0,0,0,0,VA,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,6135969,", , , , White, ",Not Hispanic or Latino,Male,NULL,XCOMPARISON,98.220,-0.21199999999999974,5.808,6.02,5.75,2023-01-26 00:00:00.000,2023-02-17 00:00:00.000,Loan Originated,2023-02-17 00:00:00.000,Heartlantic,Raleigh,Amy Johnson,NC,8888,32.419,398400.00,Purchase,VA 30 YEAR FIXED,NULL,Banked - Retail,Owner,1,0,0,1,1,VA,NULL,NULL
Non-White,Male,62 Yrs or Over,Not Hispanic or Latino,EXCLUDED,NULL,NULL,NULL,NULL,NULL,6136070,", , Black or African American, , , No Co Applicant",Not Hispanic or Latino,Male,62 Yrs or Over,EXCLUDED,100.200,-0.46699999999999964,5.953,6.42,5.875,2023-01-27 00:00:00.000,2023-03-10 00:00:00.000,Loan Originated,2023-03-10 00:00:00.000,Heartlantic,Raleigh,Amy Johnson,NC,639,49.249,340700.00,Purchase,VA < 640 30 YEAR FIXED,NULL,Banked - Retail,Owner,1,0,0,0,0,VA,NULL,NULL
Non-White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,EXCLUDED,", , Black or African American, , , ",Not Hispanic or Latino,Male,Under 62 Yrs Old,EXCLUDED,6135311,", , Black or African American, , , ",Not Hispanic or Latino,Female,NULL,EXCLUDED,99.159,0.3360000000000003,6.756,6.42,6.25,2023-01-20 00:00:00.000,2023-02-28 00:00:00.000,Loan Originated,2023-02-28 00:00:00.000,Heartlantic,Raleigh,Amy Johnson,NC,8888,43.544,359338.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,Male,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6130344,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,98.382,-1.0840000000000005,5.406,6.49,5.375,2023-01-04 00:00:00.000,2023-02-01 00:00:00.000,Loan Originated,2023-02-01 00:00:00.000,Heartlantic,Raleigh,Amy Johnson,NC,723,52.328,378805.00,Purchase,VA 30 YEAR FIXED,NULL,Banked - Retail,Owner,1,0,0,1,1,VA,NULL,NULL
Non-White,Female,62 Yrs or Over,Not Hispanic or Latino,EXCLUDED,NULL,NULL,NULL,NULL,NULL,6132564,", , Black or African American, , , No Co Applicant",Not Hispanic or Latino,Female,62 Yrs or Over,EXCLUDED,98.395,0.8790000000000004,6.899,6.02,5.75,2023-01-09 00:00:00.000,2023-02-07 00:00:00.000,Loan Originated,2023-02-07 00:00:00.000,Heartlantic,Raleigh,Amy Johnson,NC,646,43.918,459523.00,Purchase,FHA 30 YEAR FIXED,NULL,Banked - Retail,Owner,1,0,0,1,1,FHA,NULL,NULL
Non-White,Female,Under 62 Yrs Old,Not Hispanic or Latino,EXCLUDED,NULL,NULL,NULL,NULL,NULL,5991487,", , Black or African American, , , No Co Applicant",Not Hispanic or Latino,Female,Under 62 Yrs Old,EXCLUDED,99.103,-0.2970000000000006,5.943,6.24,5.5,2023-02-06 00:00:00.000,2023-02-27 00:00:00.000,Loan Originated,2023-02-27 00:00:00.000,Heartlantic,Raleigh,Amy Johnson,NC,766,44.889,354017.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
Non-White,Female,Under 62 Yrs Old,Not Hispanic or Latino,EXCLUDED,", , Black or African American, , , No Co Applicant",Not Hispanic or Latino,Female,Under 62 Yrs Old,EXCLUDED,6141172,", , Black or African American, , , No Co Applicant",Not Hispanic or Latino,Female,Under 62 Yrs Old,EXCLUDED,99.216,-0.8929999999999998,5.347,6.24,5.25,2023-02-10 00:00:00.000,2023-03-08 00:00:00.000,Loan Originated,2023-03-08 00:00:00.000,Heartlantic,Raleigh,Amy Johnson,NC,8888,41.174,253150.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
Non-White,Male,Under 62 Yrs Old,Not Hispanic or Latino,EXCLUDED,NULL,NULL,NULL,NULL,NULL,6141987,", , Black or African American, , , No Co Applicant",Not Hispanic or Latino,Male,Under 62 Yrs Old,EXCLUDED,99.500,-0.7050000000000001,5.535,6.24,5.375,2023-02-13 00:00:00.000,2023-02-28 00:00:00.000,Loan Originated,2023-02-28 00:00:00.000,Heartlantic,Raleigh,Amy Johnson,NC,724,46.902,286040.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,6072177,", , , , White, ",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,97.850,-0.5860000000000003,5.944,6.53,5.875,2023-01-14 00:00:00.000,2023-02-07 00:00:00.000,Loan Originated,2023-02-07 00:00:00.000,Heartlantic,Talbot,William Sohan,MD,745,34.305,408000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
Non-White,Male,62 Yrs or Over,Not Hispanic or Latino,EXCLUDED,", , Black or African American, , , ",Not Hispanic or Latino,Male,Under 62 Yrs Old,EXCLUDED,6129261,", , Black or African American, , , No Co Applicant",Not Hispanic or Latino,Male,62 Yrs or Over,EXCLUDED,98.441,2.8099999999999996,9.090,6.28,7.875,2022-12-23 00:00:00.000,2023-01-20 00:00:00.000,Loan Originated,2023-01-20 00:00:00.000,Arizona,Chandler Fashion Center,Jason Spears,AZ,677,44.191,421229.00,Purchase,Smartbuy FHA 30 Yr Fixed First - 5% DPA Amortized,NULL,Banked - Retail,Owner,1,0,0,1,1,FHA,NULL,NULL
Non-White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,EXCLUDED,", , , , White, ",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,6133686,", Asian, , , , ",Not Hispanic or Latino,Male,Under 62 Yrs Old,EXCLUDED,98.650,-1.3280000000000003,5.202,6.53,5.125,2023-01-13 00:00:00.000,2023-01-27 00:00:00.000,Loan Originated,2023-01-27 00:00:00.000,California,Manteca,Stephanie Remmen,CA,8888,33.474,612883.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
Non-White,Male,62 Yrs or Over,Not Hispanic or Latino,EXCLUDED,NULL,NULL,NULL,NULL,NULL,6128263,", Asian, , , , No Co Applicant",Not Hispanic or Latino,Male,62 Yrs or Over,EXCLUDED,99.131,-0.9370000000000003,5.433,6.37,5.375,2022-12-14 00:00:00.000,2023-01-17 00:00:00.000,Loan Originated,2023-01-17 00:00:00.000,California,Manteca,Stephanie Remmen,CA,788,11.317,682573.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
Non-White,Female,62 Yrs or Over,Not Hispanic or Latino,EXCLUDED,NULL,NULL,NULL,NULL,NULL,6101221,", , Black or African American, , , No Co Applicant",Not Hispanic or Latino,Female,62 Yrs or Over,EXCLUDED,94.419,-1.8390000000000004,5.191,7.03,5.125,2022-10-24 00:00:00.000,2023-01-11 00:00:00.000,Loan Originated,2023-01-11 00:00:00.000,California,Manteca,Stephanie Remmen,CA,771,39.909,640000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,Female,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6046693,", , , , White, No Co Applicant",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,99.037,-1.479,5.051,6.53,5,2023-01-04 00:00:00.000,2023-02-27 00:00:00.000,Loan Originated,2023-02-27 00:00:00.000,California,Manteca,Stephanie Remmen,CA,723,46.68,530312.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,Female,Under 62 Yrs Old,Hispanic or Latino,TARGET,", , , , White, No Co Applicant",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,6016611,", , , , White, No Co Applicant",Hispanic or Latino,Female,Under 62 Yrs Old,TARGET,99.762,0.1559999999999997,6.576,6.42,6.5,2023-01-26 00:00:00.000,2023-03-14 00:00:00.000,Loan Originated,2023-03-14 00:00:00.000,California,Manteca,Stephanie Remmen,CA,8888,41.324,615169.00,Purchase,2/1 Buydown Conventional 30,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
Non-White,Male,62 Yrs or Over,Not Hispanic or Latino,EXCLUDED,NULL,NULL,NULL,NULL,NULL,6016672,", Asian, , , , No Co Applicant",Not Hispanic or Latino,Male,62 Yrs or Over,EXCLUDED,99.127,-1.8559999999999999,5.304,7.16,5.25,2022-11-03 00:00:00.000,2023-01-19 00:00:00.000,Loan Originated,2023-01-19 00:00:00.000,California,Manteca,Stephanie Remmen,CA,722,45.53,671662.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,6024683,", , , , White, ",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,98.868,-0.3169999999999993,4.993,5.31,4.875,2022-06-14 00:00:00.000,2023-01-05 00:00:00.000,Loan Originated,2023-01-05 00:00:00.000,California,Manteca,Stephanie Remmen,CA,8888,34.107,550518.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,Female,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6035957,", , , , White, No Co Applicant",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,99.467,-1.4540000000000006,5.076,6.53,5,2023-01-12 00:00:00.000,2023-03-15 00:00:00.000,Loan Originated,2023-03-15 00:00:00.000,California,Manteca,Stephanie Remmen,CA,802,16.321,450000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,Male,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6036911,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,99.179,-0.7770000000000001,6.223,7,6.125,2022-10-20 00:00:00.000,2023-02-09 00:00:00.000,Loan Originated,2023-02-09 00:00:00.000,California,Manteca,Stephanie Remmen,CA,795,42.436,403239.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Hispanic or Latino,TARGET,", , , , White, ",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,5910744,", , , , White, ",Hispanic or Latino,Female,Under 62 Yrs Old,TARGET,99.810,-0.952,6.048,7,6,2022-10-20 00:00:00.000,2023-02-02 00:00:00.000,Loan Originated,2023-02-02 00:00:00.000,California,Manteca,Stephanie Remmen,CA,8888,23.762,526298.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Hispanic or Latino,TARGET,", , , , White, ",Hispanic or Latino,Male,62 Yrs or Over,TARGET,5916527,", , , , White, ",Hispanic or Latino,Female,Under 62 Yrs Old,TARGET,98.552,-0.30299999999999994,6.077,6.38,5.75,2022-09-30 00:00:00.000,2023-02-06 00:00:00.000,Loan Originated,2023-02-06 00:00:00.000,California,Manteca,Stephanie Remmen,CA,810,40.182,577604.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,EXCLUDED,Under 62 Yrs Old,Hispanic or Latino,TARGET,", , , , White, ",Hispanic or Latino,Female,Under 62 Yrs Old,TARGET,5918139,", , , , White, ",Hispanic or Latino,Male,Under 62 Yrs Old,TARGET,98.824,-1.1369999999999996,5.863,7,5.75,2022-10-21 00:00:00.000,2023-01-31 00:00:00.000,Loan Originated,2023-01-31 00:00:00.000,California,Manteca,Stephanie Remmen,CA,8888,44.193,627808.00,Purchase,VA 30 YEAR FIXED,NULL,Banked - Retail,Owner,1,0,0,1,1,VA,NULL,NULL
Non-White,Male,Under 62 Yrs Old,Not Hispanic or Latino,EXCLUDED,NULL,NULL,NULL,NULL,NULL,5949312,", Asian, , , White, No Co Applicant",Not Hispanic or Latino,Male,Under 62 Yrs Old,EXCLUDED,99.536,-0.2999999999999998,5.940,6.24,5.875,2023-01-18 00:00:00.000,2023-03-17 00:00:00.000,Loan Originated,2023-03-17 00:00:00.000,California,Manteca,Stephanie Remmen,CA,798,39.966,639200.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
Non-White,EXCLUDED,62 Yrs or Over,Hispanic or Latino,TARGET,", , , , , Not Provided",Hispanic or Latino,Female,62 Yrs or Over,TARGET,5977336,", , , , , Not Provided",Hispanic or Latino,Male,Under 62 Yrs Old,TARGET,99.321,-1.3280000000000003,5.302,6.63,5.25,2022-11-29 00:00:00.000,2023-02-14 00:00:00.000,Loan Originated,2023-02-14 00:00:00.000,California,Manteca,Stephanie Remmen,CA,797,23.007,775816.00,Purchase,Academy Advantage NASA Jumbo 30 yr Fixed,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
Non-White,EXCLUDED,Under 62 Yrs Old,Not Hispanic or Latino,EXCLUDED,", Asian, , , , ",Not Hispanic or Latino,Female,Under 62 Yrs Old,EXCLUDED,6062501,", Asian, , , , ",Not Hispanic or Latino,Male,Under 62 Yrs Old,EXCLUDED,99.641,-0.3260000000000005,5.914,6.24,5.875,2023-01-05 00:00:00.000,2023-03-03 00:00:00.000,Loan Originated,2023-03-03 00:00:00.000,California,Manteca,Stephanie Remmen,CA,8888,37.896,628000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,Male,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6121495,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,99.500,0.8949999999999996,7.145,6.25,6.5,2022-12-23 00:00:00.000,2023-01-23 00:00:00.000,Loan Originated,2023-01-23 00:00:00.000,Northern Utah,Hillfield,Lynnae Aguilar,UT,718,49.537,344540.00,Purchase,HomeReady 30 Year Fixed,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,Female,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6117481,", , , , White, No Co Applicant",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,99.825,1.0170000000000003,7.267,6.25,6.125,2022-12-23 00:00:00.000,2023-01-27 00:00:00.000,Loan Originated,2023-01-27 00:00:00.000,Northern Utah,Hillfield,Lynnae Aguilar,UT,660,49.645,200549.00,Purchase,FHA 30 YEAR FIXED,NULL,Banked - Retail,Owner,1,0,0,0,0,FHA,NULL,NULL
White,Male,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6123840,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,99.000,0.6550000000000002,7.825,7.17,7.5,2022-11-17 00:00:00.000,2023-01-11 00:00:00.000,Loan Originated,2023-01-11 00:00:00.000,Northern Utah,Hillfield,Lynnae Aguilar,UT,775,44.986,240000.00,Refinance,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Investment,1,0,0,1,1,Conventional,NULL,NULL
White,Male,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6129095,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,NULL,XCOMPARISON,99.375,0.17499999999999982,6.455,6.28,6.125,2022-12-28 00:00:00.000,2023-01-23 00:00:00.000,Loan Originated,2023-01-23 00:00:00.000,Northern Utah,Hillfield,Lynnae Aguilar,UT,781,47.083,171000.00,Refinance,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,Female,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6132521,", , , , White, No Co Applicant",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,99.500,0.26199999999999957,5.922,5.66,5.75,2023-01-18 00:00:00.000,2023-02-14 00:00:00.000,Loan Originated,2023-02-14 00:00:00.000,Northern Utah,Hillfield,Lynnae Aguilar,UT,786,50.167,335200.00,Purchase,CONVENTIONAL FIXED 20-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,6129546,", , , , White, ",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,99.000,-0.25,6.000,6.25,5.75,2022-12-22 00:00:00.000,2023-01-26 00:00:00.000,Loan Originated,2023-01-26 00:00:00.000,Northern Utah,Hillfield,Lynnae Aguilar,UT,745,53.102,304000.00,Purchase,2/1 Buydown VA 30,NULL,Banked - Retail,Owner,1,0,0,1,1,VA,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,6129056,", , , , White, ",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,98.750,0.008000000000000007,6.288,6.28,6.125,2022-12-29 00:00:00.000,2023-02-01 00:00:00.000,Loan Originated,2023-02-01 00:00:00.000,Northern Utah,Hillfield,Lynnae Aguilar,UT,759,58.416,443000.00,Purchase,2/1 Buydown VA 30,NULL,Banked - Retail,Owner,1,0,0,1,1,VA,NULL,NULL
White,Male,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6135454,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,99.875,0.18799999999999972,6.428,6.24,6.25,2023-02-17 00:00:00.000,2023-03-17 00:00:00.000,Loan Originated,2023-03-17 00:00:00.000,Northern Utah,Hillfield,Lynnae Aguilar,UT,737,48.718,455500.00,Purchase,2/1 Buydown VA 30,NULL,Banked - Retail,Owner,1,0,0,0,0,VA,NULL,NULL
White,EXCLUDED,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,6135964,", , , , White, ",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,100.000,0.6869999999999994,6.927,6.24,6.375,2023-02-15 00:00:00.000,2023-03-13 00:00:00.000,Loan Originated,2023-03-13 00:00:00.000,Northern Utah,Hillfield,Lynnae Aguilar,UT,8888,41.401,408500.00,Purchase,2/1 Buydown Conventional 30,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,Male,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6139806,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,100.000,1.0990000000000002,7.159,6.06,6.25,2023-02-06 00:00:00.000,2023-03-06 00:00:00.000,Loan Originated,2023-03-06 00:00:00.000,Northern Utah,Hillfield,Lynnae Aguilar,UT,660,54.333,515490.00,Purchase,FHA 30 YEAR FIXED,NULL,Banked - Retail,Owner,1,0,0,0,0,FHA,NULL,NULL
White,Male,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6138962,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,99.925,0.6460000000000008,6.706,6.06,6.5,2023-02-03 00:00:00.000,2023-02-27 00:00:00.000,Loan Originated,2023-02-27 00:00:00.000,Arizona,Chandler Fashion Center,Todd Revenig,AZ,729,44.038,200000.00,Refinance,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,Male,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6124913,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,101.000,0.4400000000000004,6.500,6.06,6.125,2023-02-07 00:00:00.000,2023-03-09 00:00:00.000,Loan Originated,2023-03-09 00:00:00.000,Arizona,Chandler Fashion Center,Todd Revenig,AZ,809,44.8,404000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
